"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Überalterungsquotient","Ausländer_innen","2012","02 Ludwigsvorstadt - Isarvorstadt","202","1384","685","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","03 Maxvorstadt","178.6","968","542","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","04 Schwabing - West","199.3","1381","693","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","05 Au - Haidhausen","194.3","1506","775","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","06 Sendling","143.3","1053","735","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","07 Sendling - Westpark","123.3","1436","1165","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","08 Schwanthalerhöhe","197.2","1179","598","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","09 Neuhausen - Nymphenburg","138.3","1984","1435","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","10 Moosach","114.8","1321","1151","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","11 Milbertshofen - Am Hart","106","2327","2195","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","12 Schwabing - Freimann","116.5","1202","1032","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","13 Bogenhausen","121.4","1720","1417","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","14 Berg am Laim","102.9","1049","1019","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","15 Trudering - Riem","59.9","827","1380","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","16 Ramersdorf - Perlach","113","3462","3063","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","17 Obergiesing - Fasangarten","125","1362","1090","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","18 Untergiesing - Harlaching","150.8","1131","750","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","115","1850","1609","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","20 Hadern","106.5","955","897","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","21 Pasing - Obermenzing","115.6","1301","1125","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","22 Aubing - Lochhausen - Langwied","78.6","729","927","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","23 Allach - Untermenzing","120.2","572","476","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","24 Feldmoching - Hasenbergl","100.1","1482","1480","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2012","25 Laim","131.3","1262","961","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","Stadt München","112.6","30957","27490","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","01 Altstadt - Lehel","231.9","494","213","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","02 Ludwigsvorstadt - Isarvorstadt","192.5","1265","657","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","03 Maxvorstadt","175.7","924","526","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","04 Schwabing - West","184.4","1254","680","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","05 Au - Haidhausen","184.5","1360","737","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","06 Sendling","140.7","996","708","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","07 Sendling - Westpark","110.2","1289","1170","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","08 Schwanthalerhöhe","172.3","1089","632","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","09 Neuhausen - Nymphenburg","130.5","1793","1374","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","10 Moosach","102.9","1190","1156","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","11 Milbertshofen - Am Hart","92.8","2085","2247","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","12 Schwabing - Freimann","106.8","1093","1023","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","13 Bogenhausen","116","1584","1365","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","14 Berg am Laim","91.9","946","1029","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","15 Trudering - Riem","53.3","738","1385","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","16 Ramersdorf - Perlach","99.1","3112","3141","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","17 Obergiesing - Fasangarten","107.7","1233","1145","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","18 Untergiesing - Harlaching","138.8","1049","756","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","105.5","1700","1611","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","20 Hadern","93.6","885","946","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","21 Pasing - Obermenzing","110.4","1198","1085","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","22 Aubing - Lochhausen - Langwied","67.3","669","994","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","23 Allach - Untermenzing","122.1","503","412","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","24 Feldmoching - Hasenbergl","87.9","1344","1529","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2011","25 Laim","120.1","1164","969","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","Stadt München","103.3","28487","27585","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","01 Altstadt - Lehel","236.8","476","201","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","02 Ludwigsvorstadt - Isarvorstadt","166.4","1190","715","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","03 Maxvorstadt","165.3","858","519","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","04 Schwabing - West","171.8","1163","677","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","05 Au - Haidhausen","169.5","1273","751","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","06 Sendling","129.7","944","728","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","07 Sendling - Westpark","105.1","1205","1146","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","08 Schwanthalerhöhe","154.9","1030","665","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","09 Neuhausen - Nymphenburg","124.5","1608","1292","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","10 Moosach","90.3","1093","1211","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","11 Milbertshofen - Am Hart","80.6","1889","2344","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","12 Schwabing - Freimann","99.1","992","1001","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","13 Bogenhausen","109.9","1450","1319","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","14 Berg am Laim","79.8","839","1051","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","15 Trudering - Riem","50.4","671","1331","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","16 Ramersdorf - Perlach","87.3","2839","3251","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","17 Obergiesing - Fasangarten","101.6","1142","1124","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","18 Untergiesing - Harlaching","136.5","983","720","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","103.1","1554","1508","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","20 Hadern","83.6","823","984","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","21 Pasing - Obermenzing","100.4","1081","1077","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","22 Aubing - Lochhausen - Langwied","63.8","611","957","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","23 Allach - Untermenzing","104.3","457","438","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","24 Feldmoching - Hasenbergl","75.6","1244","1645","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2010","25 Laim","115.3","1072","930","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","Stadt München","94.7","26679","28178","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","01 Altstadt - Lehel","265.3","459","173","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","02 Ludwigsvorstadt - Isarvorstadt","162.3","1131","697","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","03 Maxvorstadt","153.2","818","534","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","04 Schwabing - West","159.5","1096","687","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","05 Au - Haidhausen","153.9","1214","789","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","06 Sendling","115.7","921","796","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","07 Sendling - Westpark","99.9","1111","1112","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","08 Schwanthalerhöhe","141","1014","719","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","09 Neuhausen - Nymphenburg","112.5","1500","1333","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","10 Moosach","80.5","1033","1283","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","11 Milbertshofen - Am Hart","72.9","1752","2402","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","12 Schwabing - Freimann","91.9","926","1008","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","13 Bogenhausen","98","1341","1368","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","14 Berg am Laim","69.1","778","1126","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","15 Trudering - Riem","45.8","588","1283","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","16 Ramersdorf - Perlach","78.6","2588","3293","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","17 Obergiesing - Fasangarten","88.3","1065","1206","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","18 Untergiesing - Harlaching","128.1","952","743","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
"Überalterungsquotient","Ausländer_innen","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","105.1","1467","1396","","","","Anzahl Einwohner ab 65 (Ausländer)","Anzahl Einwohner jünger 15 (Ausländer)","","",""
